id,stateabb,ccode,leader,s_date,s_month,start_year,e_month,end_year,birthyear,gender,military_career,start_age,end_age,duration,country,oecd,gdp,eu27,gseven,gtwenty,brics,label,pcgdp
1744,LEB,660,Helou,23,9,1964,9,1970,1912,Male,0,52,58,6,Lebanon,0,44.24468231,0,0,0,0,0,NA
1745,LEB,660,Sarkis,23,9,1976,9,1982,1924,Male,0,52,58,6,Lebanon,0,44.24468231,0,0,0,0,0,NA
1746,SRI,780,Dahanayake,26,9,1959,3,1960,1902,Male,0,57,58,1,Sri Lanka,0,91.58349609,0,0,0,0,0,NA
1747,NEP,790,Madhav Kumar Nepal,25,5,2009,2,2011,1953,Male,0,56,58,2,Nepal,0,25.46749687,0,0,0,0,0,NA
1748,AUL,900,Abbott,18,9,2013,9,2015,1957,Male,0,56,58,2,Australia,1,1542.391357,0,0,1,0,0,65171.23047
1749,SOL,940,Danny Philip,25,8,2010,11,2011,1953,Male,0,57,58,1,Solomon Islands,0,1.009636402,0,0,0,0,0,1293.859985
1750,FIJ,950,Chaudhry,19,5,1999,5,2000,1942,Male,0,57,58,1,Fiji,0,4.390168667,0,0,0,0,0,2656.26001
1751,NAU,970,Lagumot Harris,22,11,1995,11,1996,1938,Male,0,57,58,1,Nauru,0,NA,0,0,0,0,0,NA
1752,MSI,983,Note,10,1,2000,1,2008,1950,Male,0,50,58,8,Marshall Islands,0,,0,0,0,0,0,NA
1753,BAR,53,Arthur,7,9,1994,1,2008,1949,Male,0,45,59,14,Barbados,0,4.754680157,0,0,0,0,0,NA
1754,GRN,55,Nicholas Brathwaite,9,12,1983,12,1984,1925,Male,0,58,59,1,Grenada,0,1.093768597,0,0,0,0,0,NA
1755,SKN,60,Simmonds,19,9,1983,7,1995,1936,Male,0,47,59,12,St. Kitts and Nevis,0,,0,0,0,0,0,NA
1756,SAL,92,Magana Borjo,2,5,1982,6,1984,1925,Male,0,57,59,2,El Salvador,0,23.67197609,0,0,0,0,0,NA
1757,COS,94,Orlich,8,5,1962,5,1966,1907,Male,0,55,59,4,Costa Rica,0,51.94388962,0,0,0,0,0,NA
1758,URU,165,Batlle Berres,1,3,1955,3,1956,1897,Male,0,58,59,1,Uruguay,0,52.29281616,0,0,0,0,0,NA
1759,URU,165,Lezama,1,3,1957,3,1958,1899,Male,0,58,59,1,Uruguay,0,52.29281616,0,0,0,0,0,NA
1760,UKG,200,Brown,27,6,2007,5,2010,1951,Male,0,56,59,3,United Kingdom,1,2935.5979,0,1,1,0,0,NA
1761,IRE,205,Reynolds,11,2,1992,12,1994,1935,Male,0,57,59,2,Ireland,1,401.359314,1,0,0,0,0,15326.62988
1762,CZR,316,Fischer,8,5,2009,7,2010,1951,Male,0,58,59,1,Czech Republic,1,259.4513855,1,0,0,0,0,NA
1763,CRO,344,Racan,9,11,2000,12,2003,1944,Male,0,56,59,3,Croatia,0,68.37542725,1,0,0,0,0,NA
1764,YUG,345,Djuranovic,15,5,1984,5,1985,1926,Male,0,58,59,1,Yugoslavia/Serbia,0,,0,0,0,0,0,NA
1765,YUG,345,Milosevic,15,5,1989,10,2000,1941,Male,0,48,59,11,Yugoslavia/Serbia,0,,0,0,0,0,0,NA
1766,YUG,345,Kostunica,8,10,2000,3,2003,1944,Male,0,56,59,3,Yugoslavia/Serbia,0,,0,0,0,0,0,1238.890015
1767,BOS,346,Ivanic,17,11,2016,7,2017,1958,Male,0,58,59,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1768,SWD,380,Palme,7,10,1982,2,1986,1927,Male,0,55,59,4,Sweden,1,604.5716553,1,0,0,0,0,13507.01074
1769,DEN,390,Jorgensen,13,2,1975,9,1982,1923,Male,0,52,59,7,Denmark,1,376.5455627,1,0,0,0,0,8000.542969
1770,ICE,395,Hermannsson,26,5,1983,7,1987,1928,Male,0,55,59,4,Iceland,1,18.72134399,0,0,0,0,0,NA
1771,ICE,395,Halldor Asgrimsson,15,9,2004,6,2006,1947,Male,0,57,59,2,Iceland,1,18.72134399,0,0,0,0,0,NA
1772,CDI,437,Guei,25,12,1999,10,2000,1941,Male,1,58,59,1,Ivory Coast,0,,0,0,0,0,0,NA
1773,NIG,475,Yar'Adua,29,5,2007,2,2010,1951,Male,0,56,59,3,Nigeria,0,488.3838806,0,0,0,0,0,1791.820068
1774,SOM,520,Osman Daar,1,7,1960,7,1967,1908,Male,0,52,59,7,Somalia,0,,0,0,0,0,0,NA
1775,ZAM,551,Chiluba,2,11,1991,1,2002,1943,Male,0,48,59,11,Zambia,0,30.7073307,0,0,0,0,0,446.7779846
1776,BOT,571,Khama,30,9,1966,7,1980,1921,Male,0,45,59,14,Botswana,0,19.64702606,0,0,0,0,0,NA
1777,MAG,580,Ratsirahonana,5,9,1996,2,1997,1938,Male,0,58,59,1,Madagascar,0,12.32252979,0,0,0,0,0,287.7649841
1778,MAG,580,Rakotovao,7,9,2018,1,2019,1960,Male,0,58,59,1,Madagascar,0,12.32252979,0,0,0,0,0,459.257019
1779,SRI,780,Kotelawala,12,10,1953,4,1956,1897,Male,0,56,59,3,Sri Lanka,0,91.58349609,0,0,0,0,0,NA
1780,SRI,780,"Senanayake, Dudley",25,3,1965,5,1970,1911,Male,0,54,59,5,Sri Lanka,0,91.58349609,0,0,0,0,0,NA
1781,MAD,781,Abdulla Yameen,17,11,2013,11,2018,1959,Male,0,54,59,5,Maldives,0,4.582946777,0,0,0,0,0,NA
1782,NEP,790,Sher Bahdur Deuba,3,6,2004,2,2005,1946,Male,0,58,59,1,Nepal,0,25.46749687,0,0,0,0,0,NA
1783,NEP,790,Gyanendra,1,2,2005,4,2006,1947,Male,0,58,59,1,Nepal,0,25.46749687,0,0,0,0,0,NA
1784,NEP,790,Bhattarai,29,8,2011,3,2013,1954,Male,0,57,59,2,Nepal,0,25.46749687,0,0,0,0,0,NA
1785,RVN,817,Minh,28,4,1975,4,1975,1916,Male,0,59,59,0,Republic of Vietnam,0,,0,0,0,0,0,NA
1786,MAL,820,Hussein Bin Onn,14,1,1976,7,1981,1922,Male,0,54,59,5,Malaysia,0,415.6699524,0,0,0,0,0,NA
1787,ETM,860,Ramos-Horta,30,5,2007,2,2008,1949,Male,0,58,59,1,East Timor,0,,0,0,0,0,0,3088.735107
1788,AUL,900,Holt,27,1,1966,12,1967,1908,Male,0,58,59,1,Australia,1,1542.391357,0,0,1,0,0,NA
1789,AUL,900,Whitlam,5,12,1972,11,1975,1916,Male,0,56,59,3,Australia,1,1542.391357,0,0,1,0,0,NA
1790,VAN,935,Kilman,11,6,2015,2,2016,1957,Male,0,58,59,1,Vanuatu,0,0.887696147,0,0,0,0,0,NA
1791,TUV,947,Telavi,24,12,2010,8,2013,1954,Male,0.5,56,59,3,Tuvalu,0,,0,0,0,0,0,NA
1792,NAU,970,Scotty,22,6,2004,12,2007,1948,Male,0,56,59,3,Nauru,0,NA,0,0,0,0,0,NA
1793,GUA,90,Flores Avendano,28,10,1957,3,1958,1898,Male,1,59,60,1,Guatemala,0,57.92138672,0,0,0,0,0,NA
1794,HON,91,Ricardo Maduro,27,1,2002,1,2006,1946,Male,0,56,60,4,Honduras,0,22.7178154,0,0,0,0,0,NA
1795,COS,94,Luis Guillermo Solis,8,5,2014,5,2018,1958,Male,0,56,60,4,Costa Rica,0,51.94388962,0,0,0,0,0,10679.12988
1796,PAR,150,Wasmosy Monti,15,8,1993,8,1998,1938,Male,0,55,60,5,Paraguay,0,40.09375381,0,0,0,0,0,1580.210083
1797,URU,165,Alvarez Armalino,1,9,1981,3,1985,1925,Male,1,56,60,4,Uruguay,0,52.29281616,0,0,0,0,0,NA
1798,UKG,200,Eden,6,4,1955,1,1957,1897,Male,0,58,60,2,United Kingdom,1,2935.5979,0,1,1,0,0,NA
1799,UKG,200,Wilson,4,3,1974,4,1976,1916,Male,0,58,60,2,United Kingdom,1,2935.5979,0,1,1,0,0,NA
1800,IRE,205,Costello,18,2,1948,6,1951,1891,Male,0,57,60,3,Ireland,1,401.359314,1,0,0,0,0,NA
1801,FRN,220,Poher,27,4,1969,6,1969,1909,Male,0,60,60,0,France,1,3003.629395,1,1,1,0,0,NA
1802,GMY,260,Kohl,1,10,1982,9,1990,1930,Male,0,52,60,8,German Federal Republic,0,,0,0,0,0,0,NA
1803,BOS,346,Borislav Paravac,10,4,2003,6,2003,1943,Male,0,60,60,0,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1804,BOS,346,Radmanovic,6,11,2008,7,2009,1949,Male,0,59,60,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1805,BOS,346,Covic,17,7,2015,3,2016,1956,Male,0,59,60,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1806,BOS,346,Izetbegovic,17,3,2016,11,2016,1956,Male,0,60,60,0,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1807,BOS,346,Dodik,20,11,2018,7,2019,1959,Male,0,59,60,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1808,ICE,395,Steinthorsson,14,3,1950,9,1953,1893,Male,0,57,60,3,Iceland,1,18.72134399,0,0,0,0,0,NA
1809,ZAM,551,Levy Mwanawasa,3,1,2002,6,2008,1948,Male,0,54,60,6,Zambia,0,30.7073307,0,0,0,0,0,NA
1810,ZIM,552,Smith,11,11,1965,5,1979,1919,Male,0,46,60,14,Zimbabwe,0,NA,0,0,0,0,0,NA
1811,SAF,560,Motlanthe,25,9,2008,5,2009,1949,Male,0,59,60,1,South Africa,0,438.8213196,0,0,1,1,0,NA
1812,LES,570,Ramaema,2,5,1991,4,1993,1933,Male,1,58,60,2,Lesotho,0,3.017470837,0,0,0,0,0,NA
1813,MAG,580,Marc Ravalomanana,6,7,2002,3,2009,1949,Male,0,53,60,7,Madagascar,0,12.32252979,0,0,0,0,0,262.7420044
1814,MAG,580,Rajaonarimampianina,25,1,2014,9,2018,1958,Male,0,56,60,4,Madagascar,0,12.32252979,0,0,0,0,0,NA
1815,MAS,590,Paul Berenger,30,9,2003,7,2005,1945,Male,0,58,60,2,Mauritius,0,14.41561794,0,0,0,0,0,NA
1816,LIB,620,Mustafa Jalil,23,8,2011,8,2012,1952,Male,0,59,60,1,Libya,0,55.0127449,0,0,0,0,0,NA
1817,ROK,732,Hwang Kyo Ahn,9,12,2016,5,2017,1957,Male,0,59,60,1,South Korea,1,1440.099854,0,0,1,0,0,29296.04883
1818,BNG,771,Ershad,27,3,1982,12,1990,1930,Male,1,52,60,8,Bangladesh,0,220.5692444,0,0,0,0,0,NA
1819,SRI,780,"Bandaranaike, S.W.R.D.",12,4,1956,9,1959,1899,Male,0,57,60,3,Sri Lanka,0,91.58349609,0,0,0,0,0,NA
1820,MAD,781,Mohamed Waheed Hassan,7,2,2012,11,2013,1953,Male,0,59,60,1,Maldives,0,4.582946777,0,0,0,0,0,NA
1821,THI,800,Plaek Pibulsongkram,8,11,1947,9,1957,1897,Male,1,50,60,10,Thailand,0,471.7194214,0,0,0,0,0,NA
1822,THI,800,Panyarachun,7,3,1991,4,1992,1932,Male,0,59,60,1,Thailand,0,471.7194214,0,0,0,0,0,NA
1823,THI,800,Kraprayoon,5,4,1992,5,1992,1932,Male,1,60,60,0,Thailand,0,471.7194214,0,0,0,0,0,2025.520142
1824,THI,800,Panyarachun,10,6,1992,9,1992,1932,Male,0,60,60,0,Thailand,0,471.7194214,0,0,0,0,0,2025.520142
1825,AUL,900,Gorton,10,1,1968,3,1971,1911,Male,0,57,60,3,Australia,1,1542.391357,0,0,1,0,0,NA
1826,NEW,920,Marshall,7,2,1972,12,1972,1912,Male,0,60,60,0,New Zealand,1,195.0801849,0,0,0,0,0,NA
1827,TUV,947,Latasi,10,12,1993,12,1996,1936,Male,0,57,60,3,Tuvalu,0,,0,0,0,0,0,NA
1828,NAU,970,Waqa,11,6,2013,8,2019,1959,Male,0,54,60,6,Nauru,0,NA,0,0,0,0,0,NA
1829,HAI,41,Evans Paul (acting),8,2,2016,2,2016,1955,Male,0,61,61,0,Haiti,0,8.463083267,0,0,0,0,0,735.2129517
1830,GUA,90,Colom,14,1,2008,1,2012,1951,Male,0,57,61,4,Guatemala,0,57.92138672,0,0,0,0,0,NA
1831,COS,94,Otilio Ulate,8,11,1949,11,1953,1892,Male,0,57,61,4,Costa Rica,0,51.94388962,0,0,0,0,0,NA
1832,COS,94,Monge Alverez,8,5,1982,5,1986,1925,Male,0,57,61,4,Costa Rica,0,51.94388962,0,0,0,0,0,1067.869995
1833,PAR,150,Fernando Lugo,15,8,2008,6,2012,1951,Male,0,57,61,4,Paraguay,0,40.09375381,0,0,0,0,0,4047.76001
1834,UKG,200,Douglas-Home,18,10,1963,10,1964,1903,Male,0,60,61,1,United Kingdom,1,2935.5979,0,1,1,0,0,NA
1835,IRE,205,Fitzgerald,14,12,1982,3,1987,1926,Male,0,56,61,5,Ireland,1,401.359314,1,0,0,0,0,6076.060059
1836,FRN,220,Pinay,7,3,1952,12,1952,1891,Male,1,61,61,0,France,1,3003.629395,1,1,1,0,0,NA
1837,GMY,255,Schroder,27,10,1998,11,2005,1944,Male,0,54,61,7,Germany,1,4021.049316,1,1,1,0,0,NA
1838,GFR,260,Brandt,22,10,1969,5,1974,1913,Male,0,56,61,5,German Federal Republic,0,,0,0,0,0,0,NA
1839,MLD,359,Lucinschi,15,1,1997,4,2001,1940,Male,0,57,61,4,Moldova,0,,0,0,0,0,0,NA
1840,ROM,360,Traian Basescu,23,5,2007,7,2012,1951,Male,0,56,61,5,Romania,0,239.9590149,1,0,0,0,0,8262.410156
1841,LIT,368,Landsbergis,11,3,1990,11,1992,1931,Male,0,59,61,2,Lithuania,1,52.08322525,1,0,0,0,0,NA
1842,DEN,390,Hartling,19,12,1973,1,1975,1914,Male,0,59,61,2,Denmark,1,376.5455627,1,0,0,0,0,NA
1843,ICE,395,Johannesson,14,7,1971,8,1974,1913,Male,0,58,61,3,Iceland,1,18.72134399,0,0,0,0,0,NA
1844,GUI,438,Beavogui,27,3,1984,4,1984,1923,Male,0,61,61,0,Guinea,0,12.66293907,0,0,0,0,0,NA
1845,TOG,461,Olympio,27,4,1960,1,1963,1902,Male,0,58,61,3,Togo,0,5.876237392,0,0,0,0,0,NA
1846,MAW,553,Muluzi,21,5,1994,5,2004,1943,Male,0,51,61,10,Malawi,0,10.25787926,0,0,0,0,0,197.54599
1847,SUD,625,Maghoub,18,5,1967,5,1969,1908,Male,0,59,61,2,Sudan,0,80.78089905,0,0,0,0,0,NA
1848,LEB,660,Hassan Diab,19,12,2019,10,2020,1959,Male,0,60,61,1,Lebanon,0,44.24468231,0,0,0,0,0,NA
1849,KYR,703,Akayev,27,10,1990,4,2005,1944,Male,0,46,61,15,Kyrgyzstan,0,7.344575405,0,0,0,0,0,NA
1850,KYR,703,Bakiyev,11,4,2005,4,2010,1949,Male,0,56,61,5,Kyrgyzstan,0,7.344575405,0,0,0,0,0,478.769989
1851,KYR,703,Atambayev,1,12,2011,11,2017,1956,Male,0,55,61,6,Kyrgyzstan,0,7.344575405,0,0,0,0,0,1131.469971
1852,ROK,732,Choi Kuy Hay,26,10,1979,8,1980,1919,Male,0,60,61,1,South Korea,1,1440.099854,0,0,1,0,0,NA
1853,ROK,732,Park Choong Hoon,16,8,1980,9,1980,1919,Male,1,61,61,0,South Korea,1,1440.099854,0,0,1,0,0,NA
1854,ROK,732,Roh Tae Woo,24,2,1988,2,1993,1932,Male,1,56,61,5,South Korea,1,1440.099854,0,0,1,0,0,NA
1855,BHU,760,Lyonpo Jigme Thinley,9,4,2008,7,2013,1952,Male,0,56,61,5,Bhutan,0,2.671625137,0,0,0,0,0,1865.179932
1856,BNG,771,Ahmed,6,12,1990,3,1991,1930,Male,0,60,61,1,Bangladesh,0,220.5692444,0,0,0,0,0,NA
1857,NEP,790,Nath Khanal,6,2,2011,8,2011,1950,Male,0,61,61,0,Nepal,0,25.46749687,0,0,0,0,0,NA
1858,THI,800,Sangad,6,10,1976,10,1976,1915,Male,1,61,61,0,Thailand,0,471.7194214,0,0,0,0,0,412.1080017
1859,THI,800,Wongsawat,9,9,2008,12,2008,1947,Male,0,61,61,0,Thailand,0,471.7194214,0,0,0,0,0,4471.120117
1860,INS,850,Wahid,20,10,1999,7,2001,1940,Male,0,59,61,2,Indonesia,0,1266.708374,0,0,1,0,0,829.5739746
1861,ETM,860,Gusmao,20,5,2002,5,2007,1946,Male,0,56,61,5,East Timor,0,,0,0,0,0,0,NA
1862,ETM,860,Matan Ruak,20,5,2012,5,2017,1956,Male,1,56,61,5,East Timor,0,,0,0,0,0,0,6044.52002
1863,SOL,940,Rick Houenipwela,15,11,2017,4,2019,1958,Male,0,59,61,2,Solomon Islands,0,1.009636402,0,0,0,0,0,NA
1864,TUV,947,Luka,24,2,2001,12,2001,1940,Male,0,61,61,0,Tuvalu,0,,0,0,0,0,0,NA
1865,PAL,986,Oiterong,2,7,1985,9,1985,1924,Male,0,61,61,0,Palau,0,,0,0,0,0,0,NA
1866,BHM,31,Pindling,10,7,1973,8,1992,1930,Male,0,43,62,19,Bahamas,0,11.17183781,0,0,0,0,0,NA
1867,BHM,31,Christie,3,5,2002,5,2005,1943,Male,0,59,62,3,Bahamas,0,11.17183781,0,0,0,0,0,NA
1868,GRN,55,Mitchell,22,6,1995,7,2008,1946,Male,0,49,62,13,Grenada,0,1.093768597,0,0,0,0,0,NA
1869,SKN,60,Douglas,4,7,1995,2,2015,1953,Male,0,42,62,20,St. Kitts and Nevis,0,,0,0,0,0,0,NA
1870,GUA,90,Berger Perdomo,14,1,2004,1,2008,1946,Male,0,58,62,4,Guatemala,0,57.92138672,0,0,0,0,0,NA
1871,COS,94,Rodriguez Echeverria,8,5,1998,5,2002,1940,Male,0,58,62,4,Costa Rica,0,51.94388962,0,0,0,0,0,3638.580078
1872,PAR,150,Horacio Cartes,15,8,2013,8,2018,1956,Male,0,57,62,5,Paraguay,0,40.09375381,0,0,0,0,0,5882.780273
1873,IRE,205,Lynch,5,7,1977,12,1979,1917,Male,0,60,62,2,Ireland,1,401.359314,1,0,0,0,0,3361.259277
1874,NTH,210,de Quay,19,5,1959,5,1963,1901,Male,0,58,62,4,Netherlands,1,977.1335449,1,0,0,0,0,NA
1875,POR,235,Costa Gomes,30,9,1974,7,1976,1914,Male,1,60,62,2,Portugal,1,251.69104,1,0,0,0,0,NA
1876,YUG,345,Cvetkovic,7,7,2008,7,2012,1950,Male,0,58,62,4,Yugoslavia/Serbia,0,,0,0,0,0,0,7087.449707
1877,BOS,346,Radisic,13,10,1998,6,1999,1937,Male,0,61,62,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1878,BOS,346,Borislav Paravac,28,10,2004,6,2005,1943,Male,0,61,62,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1879,BOS,346,Radmanovic,10,11,2010,7,2011,1949,Male,0,61,62,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1880,BOS,346,Covic,17,7,2017,3,2018,1956,Male,0,61,62,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1881,BOS,346,Izetbegovic,17,3,2018,11,2018,1956,Male,0,62,62,0,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1882,SWD,380,Carlsson,7,10,1994,3,1996,1934,Male,0,60,62,2,Sweden,1,604.5716553,1,0,0,0,0,25778.5
1883,ICE,395,Jonasson,21,7,1956,12,1958,1896,Male,0,60,62,2,Iceland,1,18.72134399,0,0,0,0,0,NA
1884,ICE,395,Benediktsson,14,11,1963,7,1970,1908,Male,0,55,62,7,Iceland,1,18.72134399,0,0,0,0,0,NA
1885,GUI,438,Toure,2,10,1958,3,1984,1922,Male,0,36,62,26,Guinea,0,12.66293907,0,0,0,0,0,NA
1886,DRC,490,Laurent Kabila,16,5,1997,1,2001,1939,Male,0,58,62,4,Democratic Republic of the Congo,0,38.80064392,0,0,0,0,0,NA
1887,SOM,520,Hassan Sheikh Mohamud,16,9,2012,1,2017,1955,Male,0,57,62,5,Somalia,0,,0,0,0,0,0,NA
1888,SAF,560,Heunis,19,1,1989,3,1989,1927,Male,0,62,62,0,South Africa,0,438.8213196,0,0,1,1,0,2753.51001
1889,MAG,580,Tsiranana,26,6,1960,10,1972,1910,Male,0,50,62,12,Madagascar,0,12.32252979,0,0,0,0,0,NA
1890,SUD,625,Ibn Auf,11,4,2019,4,2019,1957,Male,1,62,62,0,Sudan,0,80.78089905,0,0,0,0,0,NA
1891,LEB,660,El Khoury,22,11,1943,9,1952,1890,Male,0,53,62,9,Lebanon,0,44.24468231,0,0,0,0,0,NA
1892,LEB,660,Chehab,23,9,1958,9,1964,1902,Male,1,56,62,6,Lebanon,0,44.24468231,0,0,0,0,0,NA
1893,TAJ,702,Nabiyev,23,9,1991,9,1992,1930,Male,0,61,62,1,Tajikistan,0,10.73395729,0,0,0,0,0,NA
1894,KYR,703,Sooronbay Jeenbekov,24,11,2017,10,2020,1958,Male,0,59,62,3,Kyrgyzstan,0,7.344575405,0,0,0,0,0,1254.51001
1895,ROK,732,Myun Chang,12,8,1960,5,1961,1899,Male,0,61,62,1,South Korea,1,1440.099854,0,0,1,0,0,NA
1896,ROK,732,Hee Park,3,7,1961,10,1979,1917,Male,1,44,62,18,South Korea,1,1440.099854,0,0,1,0,0,NA
1897,ROK,732,Roh Moo Hyun,25,2,2003,2,2008,1946,Male,0,57,62,5,South Korea,1,1440.099854,0,0,1,0,0,NA
1898,THI,800,Thanon Kittakachorn,8,12,1963,10,1973,1911,Male,1,52,62,10,Thailand,0,471.7194214,0,0,0,0,0,NA
1899,THI,800,Sangad,20,10,1977,11,1977,1915,Male,1,62,62,0,Thailand,0,471.7194214,0,0,0,0,0,NA
1900,CAM,811,Lon Nol,18,3,1970,4,1975,1913,Male,0,57,62,5,Cambodia,0,22.30681038,0,0,0,0,0,NA
1901,RVN,817,Ngo Dinh Diem,26,6,1954,11,1963,1901,Male,0,53,62,9,Republic of Vietnam,0,,0,0,0,0,0,NA
1902,RVN,817,Van Huong,4,11,1964,1,1965,1903,Male,0,61,62,1,Republic of Vietnam,0,,0,0,0,0,0,NA
1903,AUL,900,Hawke,11,3,1983,12,1991,1929,Male,0,54,62,8,Australia,1,1542.391357,0,0,1,0,0,11569.7998
1904,NEW,920,Bolger,27,10,1990,12,1997,1935,Male,0,55,62,7,New Zealand,1,195.0801849,0,0,0,0,0,13363.0498
1905,SOL,940,Sogavare,9,12,2014,11,2017,1955,Male,0,59,62,3,Solomon Islands,0,1.009636402,0,0,0,0,0,2042.089966
1906,TUV,947,Ionatana,27,4,1999,12,2000,1938,Male,0,61,62,1,Tuvalu,0,,0,0,0,0,0,NA
1907,TUV,947,Tuilimu,8,12,2000,2,2001,1939,Male,0,61,62,1,Tuvalu,0,,0,0,0,0,0,NA
1908,MSI,983,Zackhras,21,10,2009,11,2009,1947,Male,0,62,62,0,Marshall Islands,0,,0,0,0,0,0,NA
1909,MSI,983,Zedkaia,2,11,2009,1,2012,1950,Male,0,59,62,3,Marshall Islands,0,,0,0,0,0,0,NA
1910,TRI,52,Manning,25,12,2001,5,2010,1947,Male,0,54,63,9,Trinidad and Tobago,0,21.80401611,0,0,0,0,0,7042.209473
1911,HON,91,Azcona Hoyo,27,1,1986,1,1990,1927,Male,0,59,63,4,Honduras,0,22.7178154,0,0,0,0,0,NA
1912,SAL,92,Rodolfo Cordon,25,1,1962,7,1962,1899,Male,0,63,63,0,El Salvador,0,23.67197609,0,0,0,0,0,NA
1913,URU,165,Harrison,1,3,1962,3,1963,1900,Male,0,62,63,1,Uruguay,0,52.29281616,0,0,0,0,0,NA
1914,URU,165,Crespo,1,3,1963,3,1964,1901,Male,0,62,63,1,Uruguay,0,52.29281616,0,0,0,0,0,NA
1915,FRN,220,Pompidou,20,6,1969,4,1974,1911,Male,0,58,63,5,France,1,3003.629395,1,1,1,0,0,NA
1916,FRN,220,Hollande,15,5,2012,5,2017,1954,Male,0,58,63,5,France,1,3003.629395,1,1,1,0,0,42372.07031
1917,SPN,230,Rajoy Brey,20,12,2011,6,2018,1955,Male,0,56,63,7,Spain,1,1613.686157,1,0,0,0,0,31875.78906
1918,YUG,345,Dizarevic,15,5,1988,5,1989,1926,Male,0,62,63,1,Yugoslavia/Serbia,0,,0,0,0,0,0,NA
1919,BOS,346,Silajdzic,6,3,2008,11,2008,1945,Male,0,63,63,0,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1920,BOS,346,Dzaferovic ,20,3,2020,11,2020,1957,Male,0,63,63,0,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1921,ROM,360,Traian Basescu,28,8,2012,12,2014,1951,Male,0,61,63,2,Romania,0,239.9590149,1,0,0,0,0,8518.919922
1922,ICE,395,Hermannsson,28,9,1988,4,1991,1928,Male,0,60,63,3,Iceland,1,18.72134399,0,0,0,0,0,NA
1923,MAA,435,dit M'Bare,15,4,2009,8,2009,1946,Male,0,63,63,0,Mauritania,0,6.5557127,0,0,0,0,0,1146.22998
1924,MAA,435,Ould Abdel Aziz,5,8,2009,8,2019,1956,Male,1,53,63,10,Mauritania,0,6.5557127,0,0,0,0,0,1146.22998
1925,BFO,439,Campaore,15,10,1987,10,2014,1951,Male,1,36,63,27,Burkina Faso,0,15.55943775,0,0,0,0,0,NA
1926,TAZ,510,Nyerere,9,11,1961,11,1985,1922,Male,0,39,63,24,Tanzania,0,,0,0,0,0,0,NA
1927,SAF,560,Vorster,13,9,1966,9,1978,1915,Male,0,51,63,12,South Africa,0,438.8213196,0,0,1,1,0,NA
1928,ALG,615,Benjedid,7,2,1979,1,1992,1929,Male,1,50,63,13,Algeria,0,209.8083954,0,0,0,0,0,1835.792725
1929,LIB,620,Giuma Ahmed Atigha,28,5,2013,6,2013,1950,Male,0,63,63,0,Libya,0,55.0127449,0,0,0,0,0,NA
1930,MYA,775,Maung Maung,19,8,1988,9,1988,1925,Male,0,63,63,0,Myanmar,0,80.565979,0,0,0,0,0,NA
1931,NEP,790,Lokendra Bahadur Chand,11,10,2002,6,2003,1940,Male,0,62,63,1,Nepal,0,25.46749687,0,0,0,0,0,NA
1932,NEP,790,Prachanda,24,7,2016,6,2017,1954,Male,0,62,63,1,Nepal,0,25.46749687,0,0,0,0,0,NA
1933,THI,800,Kriangsak,12,11,1977,2,1980,1917,Male,1,60,63,3,Thailand,0,471.7194214,0,0,0,0,0,NA
1934,THI,800,Leekpai,9,11,1997,2,2001,1938,Male,0,59,63,4,Thailand,0,471.7194214,0,0,0,0,0,NA
1935,SIN,830,Goh Chok Tong,28,11,1990,8,2004,1941,Male,0,49,63,14,Singapore,0,330.2374878,0,0,0,0,0,NA
1936,PHI,840,Quirrino,16,4,1948,12,1953,1890,Male,0,58,63,5,Philippines,0,362.1260376,0,0,0,0,0,NA
1937,INS,850,Habibie,21,5,1998,10,1999,1936,Male,0,62,63,1,Indonesia,0,1266.708374,0,0,1,0,0,NA
1938,ETM,860,Ramos-Horta,17,4,2008,5,2012,1949,Male,0,59,63,4,East Timor,0,,0,0,0,0,0,NA
1939,NEW,920,Muldoon,12,12,1975,7,1984,1921,Male,0,54,63,9,New Zealand,1,195.0801849,0,0,0,0,0,4024.474365
1940,VAN,935,Natuman,15,5,2014,5,2015,1952,Male,0,62,63,1,Vanuatu,0,0.887696147,0,0,0,0,0,NA
1941,TUV,947,Sopoaga,1,8,2013,9,2019,1956,Male,0,57,63,6,Tuvalu,0,,0,0,0,0,0,NA
1942,BHM,31,Christie,1,6,2005,5,2007,1943,Male,0,62,64,2,Bahamas,0,11.17183781,0,0,0,0,0,NA
