id,stateabb,ccode,leader,s_date,s_month,start_year,e_month,end_year,birthyear,gender,military_career,start_age,end_age,duration,country,oecd,gdp,eu27,gseven,gtwenty,brics,label,pcgdp
538,SEN,433,Diouf,1,1,1981,4,2000,1935,Male,0,46,65,19,Senegal,0,27.87350273,0,0,0,0,0,NA
539,BEN,434,Yayi Boni,6,4,2006,4,2016,1951,Male,0,55,65,10,Benin,0,11.62133789,0,0,0,0,0,856.0999756
540,GAB,481,Mba,17,8,1960,11,1967,1902,Male,0,58,65,7,Gabon,0,20.6892643,0,0,0,0,0,NA
541,IRQ,645,Hassan Al-Bakr,17,7,1968,7,1979,1914,Male,1,54,65,11,Iraq,0,219.1729431,0,0,0,0,0,NA
542,IRQ,645,Jay Garner,21,4,2003,5,2003,1938,Male,1,65,65,0,Iraq,0,219.1729431,0,0,0,0,0,NA
543,AFG,700,Mahmud Khan Ghazi,14,5,1946,9,1953,1888,Male,0,58,65,7,Afghanistan,0,22.03043365,0,0,0,0,0,NA
544,PAK,770,Khan Noon,16,12,1957,10,1958,1893,Male,0,64,65,1,Pakistan,0,267.4912415,0,0,0,0,0,NA
545,PAK,770,Musharraf,14,10,1999,8,2008,1943,Male,1,56,65,9,Pakistan,0,267.4912415,0,0,0,0,0,NA
546,ECU,130,Gustavo Noboa,22,1,2000,1,2003,1937,Male,0,63,66,3,Ecuador,0,88.64363861,0,0,0,0,0,NA
547,BRA,140,Dutra,31,1,1946,1,1951,1885,Male,1,61,66,5,Brazil,0,2379.456543,0,0,1,1,0,NA
548,BRA,140,Lula da Silva,1,1,2003,1,2011,1945,Male,0,58,66,8,Brazil,0,2379.456543,0,0,1,1,0,NA
549,ARG,160,Arturo Illia,12,10,1963,6,1966,1900,Male,0,63,66,3,Argentina,0,456.1006165,0,0,1,0,0,NA
550,SWZ,225,Spuhler,1,1,1968,12,1968,1902,Male,0,66,66,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
551,SWZ,225,Bonvin,1,1,1973,12,1973,1907,Male,0,66,66,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
552,SWZ,225,Pascal Couchepin,1,1,2008,12,2008,1942,Male,0,66,66,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
553,AND,232,Pintat-Santolaria,27,5,2005,6,2009,1943,Male,0,62,66,4,Andorra,0,NA,0,0,0,0,0,NA
554,RWA,517,Sindikubwabo,6,4,1994,7,1994,1928,Male,0,66,66,0,Rwanda,0,11.5992918,0,0,0,0,0,NA
555,COM,581,Bob Denard,29,9,1995,10,1995,1929,Male,1,66,66,0,Comoros,0,NA,0,0,0,0,0,NA
556,COM,581,Massounde,6,11,1998,4,1999,1933,Male,0,65,66,1,Comoros,0,NA,0,0,0,0,0,NA
557,IRQ,645,Saddam Hussein,16,7,1979,4,2003,1937,Male,0,42,66,24,Iraq,0,219.1729431,0,0,0,0,0,NA
558,IRQ,645,al-Abadi,8,9,2014,10,2018,1952,Male,0,62,66,4,Iraq,0,219.1729431,0,0,0,0,0,6704.310059
559,AFG,700,Mojadidi,28,4,1992,6,1992,1926,Male,0,66,66,0,Afghanistan,0,22.03043365,0,0,0,0,0,NA
560,TKM,701,Niyazov,27,10,1990,12,2006,1940,Male,0,50,66,16,Turkmenistan,0,50.31721115,0,0,0,0,0,NA
561,IND,750,Nanda,27,5,1964,6,1964,1898,Male,0,66,66,0,India,0,3228.86377,0,0,1,1,0,NA
562,TON,955,Sevele,11,2,2006,12,2010,1944,Male,0,62,66,4,Tonga,0,0.448402256,0,0,0,0,0,NA
563,NIC,93,Guerrero Gutierrez,4,8,1966,5,1967,1900,Male,0,66,67,1,Nicaragua,0,11.4362793,0,0,0,0,0,NA
564,PAN,95,"Arias, A.",1,10,1968,10,1968,1901,Male,0,67,67,0,Panama,0,53.50344849,0,0,0,0,0,NA
565,BRA,140,Oliveria Ramos,11,11,1955,1,1956,1889,Male,0,66,67,1,Brazil,0,2379.456543,0,0,1,1,0,NA
566,BRA,140,Castello Branco,15,4,1964,3,1967,1900,Male,1,64,67,3,Brazil,0,2379.456543,0,0,1,1,0,NA
567,BRA,140,Costa de Silva,15,3,1967,9,1969,1902,Male,1,65,67,2,Brazil,0,2379.456543,0,0,1,1,0,NA
568,BRA,140,Figueiredo,15,3,1979,3,1985,1918,Male,1,61,67,6,Brazil,0,2379.456543,0,0,1,1,0,NA
569,BOL,145,Gonzalo Sanchez de Lozada,6,8,1993,8,1997,1930,Male,0,63,67,4,Bolivia,0,,0,0,0,0,0,795.0499878
570,SWZ,225,Graber,1,1,1975,12,1975,1908,Male,0,67,67,0,Switzerland,1,691.0378418,0,0,0,0,0,13638.71973
571,SWZ,225,Stich,1,1,1994,12,1994,1927,Male,0,67,67,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
572,SWZ,225,Hans-Rudolf Merz,1,1,2009,12,2009,1942,Male,0,67,67,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
573,ALB,339,Alia,13,4,1985,4,1992,1925,Male,0,60,67,7,Albania,0,15.58189106,0,0,0,0,0,NA
574,CYP,352,Dimitris Christofias,28,2,2008,2,2013,1946,Male,0,62,67,5,Cyprus,0,28.27654457,1,0,0,0,0,36003.30859
575,UKR,369,Kuchma,19,7,1994,1,2005,1938,Male,0,56,67,11,Ukraine,0,139.1454468,0,0,0,0,0,740.9699707
576,LBR,450,Tolbert,23,7,1971,4,1980,1913,Male,0,58,67,9,Liberia,0,1.729123473,0,0,0,0,0,NA
577,UGA,500,Yusuf Lule,13,4,1979,6,1979,1912,Male,0,67,67,0,Uganda,0,31.74250031,0,0,0,0,0,NA
578,SYR,652,Kuwatli,6,9,1955,2,1958,1891,Male,0,64,67,3,Syria,0,,0,0,0,0,0,NA
579,FSM,987,Mori,11,5,2007,5,2015,1948,Male,0,59,67,8,Federated States of Micronesia,0,,0,0,0,0,0,NA
580,JAM,51,Manley,10,2,1989,3,1992,1924,Male,0,65,68,3,Jamaica,0,14.71058464,0,0,0,0,0,1588.560059
581,ECU,130,Velasco Ibarra,1,9,1960,11,1961,1893,Male,0,67,68,1,Ecuador,0,88.64363861,0,0,0,0,0,NA
582,ECU,130,Alfredo Palacio,20,4,2005,1,2007,1939,Male,0,66,68,2,Ecuador,0,88.64363861,0,0,0,0,0,NA
583,BOL,145,Guevara Arze,8,8,1979,11,1979,1911,Male,0,68,68,0,Bolivia,0,,0,0,0,0,0,693.928772
584,MLT,338,Mintoff,21,6,1971,12,1984,1916,Male,0,55,68,13,Malta,0,14.8592577,1,0,0,0,0,NA
585,RUS,365,Yeltsin,21,8,1991,12,1999,1931,Male,0,60,68,8,Russia,0,1782.059692,0,0,1,1,0,NA
586,GHA,452,Atta Mills,7,1,2009,7,2012,1944,Male,0,65,68,3,Ghana,0,60.47307587,0,0,0,0,0,NA
587,IND,750,Nanda,11,1,1966,1,1966,1898,Male,0,68,68,0,India,0,3228.86377,0,0,1,1,0,NA
588,PAK,770,Sharif,5,6,2013,7,2017,1949,Male,0,64,68,4,Pakistan,0,267.4912415,0,0,0,0,0,1266.73999
589,PAK,770,Mulk,1,6,2018,8,2018,1950,Male,0,68,68,0,Pakistan,0,267.4912415,0,0,0,0,0,1565.429932
590,LAO,812,Kou Abhay Og Long,7,1,1960,5,1960,1892,Male,0,68,68,0,Laos,0,,0,0,0,0,0,NA
591,FSM,987,Falcam,11,5,1999,5,2003,1935,Male,0,64,68,4,Federated States of Micronesia,0,,0,0,0,0,0,NA
592,DOM,42,Danilo Medina,16,8,2012,8,2020,1951,Male,0,61,69,8,Dominican Republic,0,91.04623413,0,0,0,0,0,6274.869629
593,PAN,95,"Arosomena, A.",10,5,1951,10,1952,1883,Male,0,68,69,1,Panama,0,53.50344849,0,0,0,0,0,NA
594,BRA,140,Medici,25,10,1969,3,1974,1905,Male,1,64,69,5,Brazil,0,2379.456543,0,0,1,1,0,NA
595,ARG,160,Menem,8,7,1989,12,1999,1930,Male,0,59,69,10,Argentina,0,456.1006165,0,0,1,0,0,3425.288818
596,ALB,339,Berisha,11,9,2005,9,2013,1944,Male,0,61,69,8,Albania,0,15.58189106,0,0,0,0,0,2673.77002
597,STP,403,Menezes,23,7,2003,9,2011,1942,Male,0,61,69,8,Sao Tome and Principe,0,0.300221413,0,0,0,0,0,NA
598,TUN,616,Marzouki,13,12,2011,12,2014,1945,Male,0,66,69,3,Tunisia,0,53.6297226,0,0,0,0,0,4256.839844
599,EGY,651,Mansour,4,7,2013,6,2014,1945,Male,0,68,69,1,Egypt,0,311.9263306,0,0,0,0,0,NA
600,JOR,663,Abdullah Al-Hussein,11,4,1921,7,1951,1882,Male,0,39,69,30,Jordan,0,33.42028809,0,0,0,0,0,NA
601,SAU,670,Khalid,25,3,1975,6,1982,1913,Male,0,62,69,7,Saudi Arabia,0,726.8984375,0,0,1,0,0,NA
602,AFG,700,Sardar Mohammad Daud Khan,17,7,1973,4,1978,1909,Male,0,64,69,5,Afghanistan,0,22.03043365,0,0,0,0,0,NA
603,TON,955,Tu'ipelehake,4,6,1970,8,1991,1922,Male,0,48,69,21,Tonga,0,0.448402256,0,0,0,0,0,NA
604,DOM,42,Rafael Trujillo,16,8,1930,5,1961,1891,Male,1,39,70,31,Dominican Republic,0,91.04623413,0,0,0,0,0,NA
605,VEN,101,Lepage Barreto,21,5,1993,6,1993,1923,Male,0,70,70,0,Venezuela,0,,0,0,0,0,0,2876.079834
606,SUR,115,Ferrier,25,11,1975,2,1980,1910,Male,0,65,70,5,Suriname,0,4.823753834,0,0,0,0,0,NA
607,SWZ,225,von Steiger,1,1,1951,12,1951,1881,Male,0,70,70,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
608,SWZ,225,Maurer,1,1,2019,1,2020,1950,Male,0,69,70,1,Switzerland,1,691.0378418,0,0,0,0,0,83716.80469
609,MLT,338,Adami,6,9,1998,3,2004,1934,Male,0,64,70,6,Malta,0,14.8592577,1,0,0,0,0,NA
610,RUS,365,Khrushchev,20,3,1953,10,1964,1894,Male,0,59,70,11,Russia,0,1782.059692,0,0,1,1,0,NA
611,RUS,365,Andropov,10,11,1982,2,1984,1914,Male,0,68,70,2,Russia,0,1782.059692,0,0,1,1,0,NA
612,GNB,404,Vieira,1,10,2005,3,2009,1939,Male,0,66,70,4,Guinea-Bissau,0,1.272050381,0,0,0,0,0,442.427002
613,SYR,652,Al-Assad H.,22,2,1971,6,2000,1930,Male,1,41,70,29,Syria,0,,0,0,0,0,0,NA
614,SAU,670,Faisal,2,11,1964,3,1975,1905,Male,0,59,70,11,Saudi Arabia,0,726.8984375,0,0,1,0,0,NA
615,YEM,679,Saleh al-Hashidi,22,5,1990,2,2012,1942,Male,1,48,70,22,Yemen,0,19.52376938,0,0,0,0,0,NA
616,YEM,679,Hadi,25,2,2012,2,2015,1945,Male,1,67,70,3,Yemen,0,19.52376938,0,0,0,0,0,NA
617,CHN,710,Hu Jintao,15,3,2003,11,2012,1942,Male,0,61,70,9,China,0,12214.875,0,0,1,1,0,NA
618,DOM,42,Balaguer,1,7,1966,7,1978,1907,Male,0,59,71,12,Dominican Republic,0,91.04623413,0,0,0,0,0,NA
619,DOM,42,Guzman Fernandez,1,7,1978,7,1982,1911,Male,0,67,71,4,Dominican Republic,0,91.04623413,0,0,0,0,0,1125.628296
620,JAM,51,Patterson,30,3,1992,3,2006,1935,Male,0,57,71,14,Jamaica,0,14.71058464,0,0,0,0,0,NA
621,VEN,101,Andres Perez,2,2,1989,5,1993,1922,Male,0,67,71,4,Venezuela,0,,0,0,0,0,0,NA
622,BRA,140,Vargas,10,2,1951,8,1954,1883,Male,0,68,71,3,Brazil,0,2379.456543,0,0,1,1,0,NA
623,BOL,145,Siles Zuazo,10,10,1982,8,1985,1914,Male,0,68,71,3,Bolivia,0,,0,0,0,0,0,NA
624,MLI,432,Traore,12,4,2012,9,2013,1942,Male,0,70,71,1,Mali,0,16.25198174,0,0,0,0,0,NA
625,GHA,452,John Agyekum Kufuor,8,1,2001,1,2009,1938,Male,0,63,71,8,Ghana,0,60.47307587,0,0,0,0,0,NA
626,IRN,630,Mohammad Mossadeg,30,4,1951,8,1953,1882,Male,0,69,71,2,Iran,0,,0,0,0,0,0,NA
627,SAU,670,Aziz,20,5,1927,11,1953,1882,Male,0,45,71,26,Saudi Arabia,0,726.8984375,0,0,1,0,0,NA
628,PAK,770,Mazari,18,4,1993,5,1993,1922,Male,0,71,71,0,Pakistan,0,267.4912415,0,0,0,0,0,583.7089844
629,WSM,990,Va'ai Kolone,13,4,1982,9,1982,1911,Male,0,71,71,0,Samoa,0,0.820523143,0,0,0,0,0,NA
630,PER,135,Belaunde,28,7,1980,7,1985,1913,Male,0,67,72,5,Peru,0,222.4911194,0,0,0,0,0,NA
631,BRA,140,Geisel,15,3,1974,3,1979,1907,Male,1,67,72,5,Brazil,0,2379.456543,0,0,1,1,0,NA
632,BRA,140,Cardoso,1,1,1995,1,2003,1931,Male,0,64,72,8,Brazil,0,2379.456543,0,0,1,1,0,NA
633,UGA,500,Okello,29,7,1985,1,1986,1914,Male,1,71,72,1,Uganda,0,31.74250031,0,0,0,0,0,NA
634,IND,750,Vajpayee,16,5,1996,6,1996,1924,Male,0,72,72,0,India,0,3228.86377,0,0,1,1,0,418.6300049
635,LAO,812,Phomivan,2,12,1975,11,1992,1920,Male,0,55,72,17,Laos,0,,0,0,0,0,0,NA
636,FSM,987,Christian,11,5,2015,5,2019,1947,Male,0,68,72,4,Federated States of Micronesia,0,,0,0,0,0,0,NA
637,PER,135,Ugarteche,28,7,1956,7,1962,1889,Male,0,67,73,6,Peru,0,222.4911194,0,0,0,0,0,NA
638,BOL,145,Gonzalo Sanchez de Lozada,8,8,2002,10,2003,1930,Male,0,72,73,1,Bolivia,0,,0,0,0,0,0,914.9580078
639,BEN,434,Kerekou,4,4,1996,4,2006,1933,Male,1,63,73,10,Benin,0,11.62133789,0,0,0,0,0,533.4920044
640,PAK,770,Ishaq Khan,17,8,1988,12,1988,1915,Male,0,73,73,0,Pakistan,0,267.4912415,0,0,0,0,0,500.3079834
641,SUR,115,Venetiaan,12,8,2000,8,2010,1936,Male,0,64,74,10,Suriname,0,4.823753834,0,0,0,0,0,2712.600098
642,CYP,352,Tassos Nikolaou Papadopoulos,28,2,2003,2,2008,1934,Male,0,69,74,5,Cyprus,0,28.27654457,1,0,0,0,0,20389.5
643,RUS,365,Stalin,10,3,1923,3,1953,1879,Male,0,44,74,30,Russia,0,1782.059692,0,0,1,1,0,NA
644,RUS,365,Chernenko,13,2,1984,3,1985,1911,Male,0,73,74,1,Russia,0,1782.059692,0,0,1,1,0,NA
645,SEN,433,Senghor,20,8,1960,12,1980,1906,Male,0,54,74,20,Senegal,0,27.87350273,0,0,0,0,0,NA
646,GAB,481,Bongo,28,11,1967,6,2009,1935,Male,0,32,74,42,Gabon,0,20.6892643,0,0,0,0,0,NA
647,SAU,670,Fahd,13,6,1982,1,1996,1922,Male,0,60,74,14,Saudi Arabia,0,726.8984375,0,0,1,0,0,NA
648,LAO,812,Souvanna Phouma,20,4,1964,12,1975,1901,Male,0,63,74,11,Laos,0,,0,0,0,0,0,NA
649,WSM,990,Tofilau Eti Alesana,8,4,1988,12,1998,1924,Male,0,64,74,10,Samoa,0,0.820523143,0,0,0,0,0,NA
650,GUY,110,David Granger,16,5,2015,8,2020,1945,Male,1,70,75,5,Guyana,0,4.191225052,0,0,0,0,0,4168.47998
651,SUR,115,Bouterse,12,8,2010,7,2020,1945,Male,1,65,75,10,Suriname,0,4.823753834,0,0,0,0,0,8224.070313
652,ECU,130,Duran Ballen,10,8,1992,8,1996,1921,Male,0,71,75,4,Ecuador,0,88.64363861,0,0,0,0,0,1375.710083
653,BOL,145,Banzer Suarez,6,8,1997,8,2001,1926,Male,1,71,75,4,Bolivia,0,,0,0,0,0,0,1005.869995
654,MLI,432,Keita,4,9,2013,8,2020,1945,Male,0,68,75,7,Mali,0,16.25198174,0,0,0,0,0,827.335022
655,TUN,616,Zine Al-Abidine Ben Ali,7,11,1987,1,2011,1936,Male,1,51,75,24,Tunisia,0,53.6297226,0,0,0,0,0,NA
656,IND,750,Nehru,15,8,1947,5,1964,1889,Male,0,58,75,17,India,0,3228.86377,0,0,1,1,0,NA
657,IND,750,Rao,21,6,1991,5,1996,1921,Male,0,70,75,5,India,0,3228.86377,0,0,1,1,0,318.1040039
658,PNG,910,Somare,6,8,2002,8,2011,1936,Male,0,66,75,9,Papua New Guinea,0,21.23073387,0,0,0,0,0,855.5950317
659,RUS,365,Brezhnev,15,10,1964,11,1982,1906,Male,1,58,76,18,Russia,0,1782.059692,0,0,1,1,0,NA
660,LBR,450,Tubman,1,1,1944,7,1971,1895,Male,0,49,76,27,Liberia,0,1.729123473,0,0,0,0,0,NA
661,NAM,565,Nujoma,21,3,1990,3,2005,1929,Male,0,61,76,15,Namibia,0,15.1570816,0,0,0,0,0,NA
662,TUN,616,Muhammad al-Amin,20,2,1956,7,1957,1881,Male,0,75,76,1,Tunisia,0,53.6297226,0,0,0,0,0,NA
663,ALB,339,Hoxha,29,11,1944,4,1985,1908,Male,0,36,77,41,Albania,0,15.58189106,0,0,0,0,0,NA
664,COM,581,Djohar,18,12,1989,9,1995,1918,Male,0,71,77,6,Comoros,0,NA,0,0,0,0,0,731.0800171
665,EGY,651,Tantawi,11,2,2011,6,2012,1935,Male,1,76,77,1,Egypt,0,311.9263306,0,0,0,0,0,3077.339844
666,CHN,710,Jiang Zemin,19,2,1997,3,2003,1926,Male,0,71,77,6,China,0,12214.875,0,0,1,1,0,NA
667,WSM,990,Va'ai Kolone,30,12,1985,4,1988,1911,Male,0,74,77,3,Samoa,0,0.820523143,0,0,0,0,0,NA
668,VEN,101,Velasquez,5,6,1993,2,1994,1916,Male,0,77,78,1,Venezuela,0,,0,0,0,0,0,2876.079834
669,SUR,115,Kraag,29,12,1990,9,1991,1913,Male,0,77,78,1,Suriname,0,4.823753834,0,0,0,0,0,NA
670,KEN,501,Moi,22,8,1978,12,2002,1924,Male,0,54,78,24,Kenya,0,69.1111145,0,0,0,0,0,NA
671,COM,581,Djohar,26,1,1996,3,1996,1918,Male,0,78,78,0,Comoros,0,NA,0,0,0,0,0,NA
672,TUN,616,Mebazaa,15,1,2011,12,2011,1933,Male,0,78,78,0,Tunisia,0,53.6297226,0,0,0,0,0,4256.839844
673,IRQ,645,Abdul-Mahdi,25,10,2018,5,2020,1942,Male,0,76,78,2,Iraq,0,219.1729431,0,0,0,0,0,5881.52002
674,UZB,704,Karimov,24,3,1990,9,2016,1938,Male,0,52,78,26,Uzbekistan,0,76.84449005,0,0,0,0,0,NA
675,IND,750,Charan Singh,28,7,1979,1,1980,1902,Male,0,77,78,1,India,0,3228.86377,0,0,1,1,0,NA
676,TON,955,Pohiva,30,12,2014,9,2019,1941,Male,0,73,78,5,Tonga,0,0.448402256,0,0,0,0,0,NA
677,NIC,93,Enrique Bolanos,11,1,2002,1,2007,1928,Male,0,74,79,5,Nicaragua,0,11.4362793,0,0,0,0,0,NA
678,GUY,110,Jagan Cheddi,9,10,1992,3,1997,1918,Male,0,74,79,5,Guyana,0,4.191225052,0,0,0,0,0,831.9520264
679,ECU,130,Velasco Ibarra,1,9,1968,2,1972,1893,Male,0,75,79,4,Ecuador,0,88.64363861,0,0,0,0,0,NA
680,BRA,140,Temer,31,8,2016,1,2019,1940,Male,0,76,79,3,Brazil,0,2379.456543,0,0,1,1,0,NA
681,ARG,160,Peron,12,10,1973,7,1974,1895,Male,1,78,79,1,Argentina,0,456.1006165,0,0,1,0,0,NA
682,STP,403,da Costa,3,9,2011,9,2016,1937,Male,0,74,79,5,Sao Tome and Principe,0,0.300221413,0,0,0,0,0,NA
683,IND,750,Gujral,21,4,1997,3,1998,1919,Male,0,78,79,1,India,0,3228.86377,0,0,1,1,0,NA
684,TON,955,Vaea,21,8,1991,1,2000,1921,Male,0,70,79,9,Tonga,0,0.448402256,0,0,0,0,0,NA
685,JAM,51,Bustamante,6,8,1962,2,1964,1884,Male,0,78,80,2,Jamaica,0,14.71058464,0,0,0,0,0,NA
686,PER,135,Pedro Pablo Kuczynski,25,7,2016,3,2018,1938,Male,0,78,80,2,Peru,0,222.4911194,0,0,0,0,0,6173.22998
687,AZE,373,H. Aliyev,24,6,1993,10,2003,1923,Male,0,70,80,10,Azerbaijan,0,61.52862549,0,0,0,0,0,216.1229553
688,NAM,565,Pohamba,21,3,2005,3,2015,1935,Male,0,70,80,10,Namibia,0,15.1570816,0,0,0,0,0,NA
689,SYR,652,"Atassi, H.",28,2,1954,9,1955,1875,Male,0,79,80,1,Syria,0,,0,0,0,0,0,NA
690,IND,750,Vajpayee,19,3,1998,5,2004,1924,Male,0,74,80,6,India,0,3228.86377,0,0,1,1,0,432.2250061
691,LAO,812,Sayasone,8,6,2006,4,2016,1936,Male,0,70,80,10,Laos,0,,0,0,0,0,0,590.6326904
692,PAK,770,Khalid,5,11,1996,2,1997,1916,Male,0,80,81,1,Pakistan,0,267.4912415,0,0,0,0,0,NA
693,BOL,145,Paz Estenssoro,6,8,1985,8,1989,1907,Male,0,78,82,4,Bolivia,0,,0,0,0,0,0,668.9210205
694,KEN,501,Mwai Kibaki,3,12,2002,4,2013,1931,Male,0,71,82,11,Kenya,0,69.1111145,0,0,0,0,0,473.9950256
695,ETH,530,Selassie,5,5,1941,9,1974,1892,Male,0,49,82,33,Ethiopia,0,64.85749054,0,0,0,0,0,NA
696,EGY,651,Mubarak,14,10,1981,2,2011,1929,Male,1,52,82,30,Egypt,0,311.9263306,0,0,0,0,0,617.6589966
697,IND,750,Manmohan Singh,22,5,2004,5,2014,1932,Male,0,72,82,10,India,0,3228.86377,0,0,1,1,0,656.5169678
698,LAO,812,Siphandon,24,2,1998,6,2006,1924,Male,1,74,82,8,Laos,0,,0,0,0,0,0,NA
699,VEN,101,Caldera Rodriguez,2,2,1994,2,1999,1916,Male,0,78,83,5,Venezuela,0,,0,0,0,0,0,NA
700,LIE,223,Franz Josef,30,3,1938,11,1989,1906,Male,0,32,83,51,Liechtenstein,0,NA,0,0,0,0,0,NA
701,DJI,522,Gouled Aptidon,27,6,1977,5,1999,1916,Male,0,61,83,22,Djibouti,0,2.066146135,0,0,0,0,0,NA
702,CHN,710,Mao Tse-Tung,1,10,1949,9,1976,1893,Male,0,56,83,27,China,0,12214.875,0,0,1,1,1,NA
703,IND,750,Desai,24,3,1977,6,1979,1896,Male,0,81,83,2,India,0,3228.86377,0,0,1,1,0,193.0396729
704,CYP,352,Clerides,28,2,1993,2,2003,1919,Male,0,74,84,10,Cyprus,0,28.27654457,1,0,0,0,0,11342.41016
705,TUN,616,Ben Ali Bourguiba,25,7,1957,11,1987,1903,Male,0,54,84,30,Tunisia,0,53.6297226,0,0,0,0,0,NA
706,LAO,812,Phounsavanh,25,11,1992,2,1998,1914,Male,0,78,84,6,Laos,0,,0,0,0,0,0,250.6042175
707,TUN,616,Ennaceur,25,7,2019,10,2019,1934,Male,0,85,85,0,Tunisia,0,53.6297226,0,0,0,0,0,3287.090088
708,SEN,433,Abdoulaye Wade,2,4,2000,4,2012,1926,Male,0,74,86,12,Senegal,0,27.87350273,0,0,0,0,0,603.59198
709,KEN,501,Kenyatta,12,12,1963,8,1978,1891,Male,0,72,87,15,Kenya,0,69.1111145,0,0,0,0,0,NA
710,IRN,630,Ayatollah Khomeini,1,2,1979,6,1989,1902,Male,0,77,87,10,Iran,0,,0,0,0,0,0,2366.854248
711,DOM,42,Balaguer,16,8,1986,8,1996,1907,Male,0,79,89,10,Dominican Republic,0,91.04623413,0,0,0,0,0,1212.349976
712,SAU,670,Abdullah,1,1,1996,1,2015,1924,Male,0,72,91,19,Saudi Arabia,0,726.8984375,0,0,1,0,0,NA
713,TUN,616,Essebi,1,1,2015,7,2019,1926,Male,0,89,93,4,Tunisia,0,53.6297226,0,0,0,0,0,NA
714,CHN,710,Deng Xiaoping,10,9,1980,2,1997,1904,Male,0,76,93,17,China,0,12214.875,0,0,1,1,0,NA
715,AUS,305,Kurz,7,1,2020,,2021,1986,Male,0,34,35,1,Austria,1,459.7033691,1,0,0,0,0,NA
716,EST,366,Ratas,23,11,2016,,2021,1978,Male,0,38,43,5,Estonia,1,27.97618675,1,0,0,0,0,NA
717,COL,100,Ivan Duque,7,8,2018,,2021,1976,Male,0,42,45,3,Colombia,1,402.8945007,0,0,0,0,0,6641.509766
718,BEL,211,Alexander De Croo,1,10,2020,,2021,1975,Male,0,45,46,1,Belgium,1,545.7258911,1,0,0,0,0,NA
719,LUX,212,Bettel,4,12,2013,,2021,1973,Male,0,40,48,8,Luxembourg,1,68.47510529,1,0,0,0,0,NA
720,POL,290,Duda,6,8,2015,,2021,1972,Male,0,43,49,6,Poland,1,680.4194946,1,0,0,0,0,12565.74023
721,CAN,20,Trudeau,4,11,2015,,2021,1971,Male,0,44,50,6,Canada,1,1980.978027,0,1,1,0,1,43626.42969
722,GRC,350,Mitsotakis,8,7,2019,,2021,1968,Male,0,51,53,2,Greece,1,263.1925964,1,0,0,0,0,19974.36914
723,ITA,325,Conte,1,6,2018,,2021,1964,Male,0,54,57,3,Italy,1,2146.763672,1,1,1,0,0,34320.75
724,HUN,310,Orban,29,5,2010,,2021,1963,Male,0,47,58,11,Hungary,1,174.3433838,1,0,0,0,0,13073.95996
725,TUR,640,Erdogan,14,3,2003,,2021,1954,Male,0,49,67,18,Turkey,1,1251.907471,0,0,1,0,0,NA
726,MEX,70,Lopez Obrador,1,12,2018,,2021,1953,Male,0,65,68,3,Mexico,1,1337.582275,0,0,1,0,0,9796.980469
727,CHL,155,Sebastian Pinera,11,3,2018,,2021,1949,Male,0,69,72,3,Chile,0,297.6228943,0,0,0,0,0,NA
728,ISR,666,Netanyahu,31,3,2009,,2021,1949,Male,0,60,72,12,Israel,1,330.3829041,0,0,0,0,0,27726.35938
729,JPN,740,Yoshihide Suga,14,9,2020,,2021,1948,Male,0,72,73,1,Japan,1,6272.250488,0,1,1,0,0,NA
730,USA,2,Trump,20,1,2017,,2021,1946,Male,0,71,75,4,United States of America,1,18637.89648,0,1,1,0,1,NA
731,AUS,305,Kurz,18,12,2017,5,2019,1986,Male,0,31,33,2,Austria,1,459.7033691,1,0,0,0,0,47389.37109
732,EST,366,Laar,28,10,1992,11,1994,1960,Male,0,32,34,2,Estonia,1,27.97618675,1,0,0,0,0,1402.499023
733,EST,366,Roivas,26,3,2014,11,2016,1979,Male,0,35,37,2,Estonia,1,27.97618675,1,0,0,0,0,NA
734,HUN,310,Orban,6,7,1998,5,2002,1963,Male,0,35,39,4,Hungary,1,174.3433838,1,0,0,0,0,4744.209961
735,EST,366,Parts,10,4,2003,4,2005,1966,Male,0,37,39,2,Estonia,1,27.97618675,1,0,0,0,0,7218.909668
736,CAN,20,Clark,4,6,1979,3,1980,1939,Male,0,40,41,1,Canada,1,1980.978027,0,1,1,0,0,10688.06348
737,ITA,325,Renzi,22,2,2014,12,2016,1975,Male,0,39,41,2,Italy,1,2146.763672,1,1,1,0,0,NA
738,GRC,350,Tsipras,26,1,2015,8,2015,1974,Male,0,41,41,0,Greece,1,263.1925964,1,0,0,0,0,18114.7207
739,HUN,310,Bajnai,14,4,2009,5,2010,1968,Male,0,41,42,1,Hungary,1,174.3433838,1,0,0,0,0,NA
740,EST,366,Savisaar,6,9,1991,1,1992,1950,Male,0,41,42,1,Estonia,1,27.97618675,1,0,0,0,0,NA
741,EST,366,Laar,25,3,1999,1,2002,1960,Male,0,39,42,3,Estonia,1,27.97618675,1,0,0,0,0,4155.129883
742,NOR,385,Stoltenberg,17,3,2000,10,2001,1959,Male,0,41,42,1,Norway,1,509.5954285,0,0,0,0,0,NA
